,neg,pos
firebal,3.0,3.0
firefight,6.0,1.0
firefli,,1.0
firelight,1.0,
fireman,,1.0
fireplac,1.0,
firepow,1.0,5.0
fireretard,1.0,
fireston,,2.0
firestorm,8.0,
firetam,1.0,
firework,2.0,1.0
firm,16.0,20.0
firma,1.0,
firmest,1.0,
first,568.0,655.0
firstand,1.0,
firstclass,,2.0
firstev,,1.0
firsthand,2.0,3.0
firstperson,1.0,1.0
firstproduc,,1.0
firstrat,3.0,10.0
firstrun,1.0,
firststr,,1.0
firsttim,11.0,6.0
firth,1.0,
fiscal,,1.0
fischer,2.0,5.0
fish,43.0,23.0
fishandgam,1.0,
fishburn,7.0,15.0
fisher,8.0,7.0
fisherman,8.0,2.0
fishermanvictim,1.0,
fishermen,1.0,
fishess,1.0,
fishi,2.0,2.0
fishnet,,1.0
fishnetstock,,1.0
fishoutofwat,4.0,2.0
fishoutwat,1.0,
fishtank,,1.0
fission,,2.0
fissur,1.0,
fist,11.0,8.0
fistfight,5.0,
fit,35.0,70.0
fitchner,1.0,
fitt,,6.0
fitzgerald,1.0,2.0
fitzpatrick,1.0,1.0
fitzswalt,,1.0
five,101.0,68.0
fivefing,1.0,
fivehundredpound,1.0,
fiveminut,1.0,1.0
fivesecond,,1.0
fiveyear,,2.0
fiveyearold,2.0,
fix,14.0,12.0
fixtur,,2.0
fizzgig,,1.0
fizzl,4.0,3.0
fizzlesdarryl,1.0,
fk,1.0,
fl,,1.0
flabbergast,3.0,
flabbi,1.0,
flaccid,1.0,
flack,1.0,
flag,3.0,4.0
flail,4.0,1.0
flair,12.0,11.0
flake,3.0,3.0
flaki,1.0,
flamboy,4.0,5.0
flame,14.0,13.0
flamenco,1.0,1.0
flamethrow,1.0,
flamingo,,2.0
flammabl,,1.0
flanagan,,1.0
flander,2.0,13.0
flaneri,2.0,
flanneri,2.0,
flap,2.0,3.0
flaquer,,1.0
flare,4.0,3.0
flash,25.0,28.0
flashback,41.0,45.0
flashbang,,1.0
flashcard,1.0,1.0
flashdanc,,1.0
flasher,2.0,
flashessideway,1.0,
flashforward,1.0,
flashi,14.0,17.0
flashiest,,1.0
flashili,1.0,
flashlight,,1.0
flashynewth,,1.0
flat,58.0,36.0
flatlin,1.0,
flatout,3.0,4.0
flatten,2.0,
flatter,2.0,1.0
flattop,1.0,
flatul,5.0,
flaunt,2.0,5.0
flavor,8.0,8.0
flavour,,2.0
flaw,48.0,101.0
flawless,7.0,24.0
flaxenhair,,1.0
flea,3.0,1.0
fleabag,,1.0
flealand,,3.0
fled,4.0,2.0
fleder,1.0,1.0
fledg,,1.0
fledgl,2.0,2.0
flee,12.0,14.0
fleet,2.0,6.0
fleischer,2.0,
fleiss,1.0,
fleme,3.0,3.0
flemish,,2.0
flesh,24.0,29.0
fleshandblood,,1.0
flesheat,,3.0
fleshedout,1.0,
fletch,,1.0
fletcher,2.0,7.0
fletcherchannel,,1.0
fleugel,,1.0
flew,5.0,
flex,2.0,3.0
flexibl,3.0,2.0
fli,76.0,48.0
flic,1.0,1.0
flick,96.0,83.0
flicker,1.0,
flight,10.0,24.0
flighti,1.0,1.0
flik,3.0,7.0
flimsi,6.0,4.0
fling,2.0,4.0
flinston,1.0,
flint,1.0,
flintston,4.0,
flip,12.0,8.0
flipofthecoin,1.0,
flippanc,1.0,
flipper,2.0,
flipsid,,1.0
flirt,13.0,16.0
flirtat,1.0,3.0
flirtati,2.0,
flit,1.0,1.0
float,23.0,24.0
flock,2.0,4.0
flog,1.0,
flood,11.0,9.0
floodwat,,2.0
floom,,4.0
floop,,2.0
floor,26.0,42.0
floorboard,2.0,1.0
floorwalk,1.0,
flop,9.0,7.0
flophous,1.0,
floppi,3.0,
flora,,1.0
flore,5.0,3.0
florenc,,2.0
flori,,1.0
florida,6.0,15.0
floridaset,,1.0
florist,,1.0
flotsam,1.0,
flounder,4.0,3.0
flour,1.0,
flourish,4.0,12.0
flourishesinvent,1.0,
flow,16.0,23.0
flower,6.0,12.0
flowershop,,1.0
flown,1.0,3.0
floyd,,2.0
flu,1.0,
flubber,31.0,4.0
flubberenhanc,1.0,
flubberpow,1.0,
fluctuat,2.0,1.0
fluent,1.0,
fluentli,1.0,
fluff,9.0,6.0
fluffi,,6.0
fluid,1.0,10.0
fluiditi,1.0,
fluish,1.0,
fluke,5.0,
flummox,1.0,
flunk,1.0,
fluoro,1.0,
flurri,2.0,1.0
flush,1.0,4.0
fluster,2.0,
flute,,2.0
fluteandwind,1.0,
flutist,,2.0
flutter,1.0,1.0
flybi,,1.0
flyboy,2.0,
flynn,1.0,8.0
flynt,1.0,2.0
flyover,,1.0
fo,,1.0
foam,,1.0
foamingmouth,1.0,
focal,,2.0
foch,1.0,
focker,,1.0
focus,61.0,99.0
fodder,,9.0
foe,3.0,2.0
fog,8.0,4.0
foggi,,2.0
foggiest,1.0,
fogi,,1.0
foibl,2.0,5.0
foil,8.0,7.0
fold,2.0,5.0
foley,13.0,9.0
folk,30.0,25.0
folklor,2.0,3.0
folktal,1.0,
foll,,2.0
folland,,1.0
folli,1.0,2.0
follow,177.0,224.0
followup,7.0,8.0
followupto,1.0,
fond,6.0,14.0
fonda,6.0,23.0
fondl,1.0,
fong,,4.0
font,,2.0
fontain,,1.0
fonz,1.0,1.0
fonzi,,1.0
foo,2.0,
food,29.0,48.0
foodstuff,1.0,
fool,21.0,28.0
fooleri,,1.0
foolish,9.0,7.0
foot,19.0,22.0
footag,34.0,45.0
footbal,30.0,17.0
foothigh,1.0,
footlong,1.0,
footloos,,4.0
footmassag,,1.0
footnot,,2.0
footprint,5.0,1.0
footsi,1.0,
footstep,4.0,6.0
fop,,2.0
foppish,,3.0
foray,4.0,6.0
forb,1.0,
forbid,5.0,7.0
forbidden,5.0,6.0
forbod,,1.0
forc,150.0,232.0
forcibl,,2.0
ford,20.0,36.0
fore,,1.0
forebod,1.0,7.0
forecast,,3.0
foreclosur,1.0,
foredoom,,1.0
forefront,,4.0
foregin,1.0,
forego,,1.0
foregon,1.0,1.0
foreground,1.0,1.0
forehead,2.0,1.0
foreheadslapp,1.0,
foreign,20.0,24.0
foreignexchang,,1.0
foreignlanguag,,1.0
foreman,1.0,7.0
forement,,1.0
foremost,2.0,9.0
forens,1.0,1.0
foreplay,2.0,
forerunn,,1.0
forese,2.0,2.0
foreseen,,1.0
foreshadow,5.0,8.0
foresight,1.0,
forest,17.0,15.0
foretast,,1.0
foretold,1.0,
forev,31.0,36.0
forewarn,5.0,11.0
forfeit,1.0,
forg,1.0,6.0
forget,61.0,48.0
forgett,9.0,7.0
forgiv,13.0,18.0
forgiven,3.0,3.0
forgo,2.0,
forgot,20.0,3.0
forgotten,29.0,26.0
fork,,2.0
forlani,14.0,2.0
forlorn,,1.0
form,81.0,106.0
formal,6.0,3.0
forman,1.0,2.0
format,8.0,15.0
former,62.0,84.0
formerangel,,1.0
formid,4.0,4.0
formless,1.0,
formul,,3.0
formula,57.0,50.0
formulawis,,1.0
fornic,2.0,
forrest,1.0,17.0
forster,5.0,8.0
forsyth,11.0,2.0
fort,13.0,5.0
forth,17.0,17.0
forthcom,2.0,
forthright,,1.0
forti,4.0,10.0
fortitud,1.0,2.0
fortress,3.0,4.0
fortun,25.0,56.0
fortunehunt,1.0,
fortunetel,1.0,
fortyeight,,1.0
fortyf,5.0,3.0
fortynin,1.0,
fortysometh,,1.0
forum,,2.0
forward,43.0,36.0
forwarn,,1.0
fosdick,,1.0
foss,,1.0
fossil,,1.0
foster,2.0,21.0
fotomat,1.0,
fought,5.0,5.0
foul,12.0,1.0
foulhumor,1.0,
foulmouth,4.0,6.0
foultemp,1.0,1.0
found,142.0,147.0
foundat,3.0,9.0
founder,7.0,4.0
fountain,5.0,3.0
four,81.0,99.0
fourarm,1.0,
fourcredit,1.0,
fourday,1.0,
fourdollar,1.0,
fourfoot,1.0,
fourlett,2.0,1.0
fourminut,1.0,
fourprong,,1.0
foursom,2.0,2.0
fourstar,,7.0
fourteen,,4.0
fourth,11.0,10.0
fourthgrad,1.0,
foury,1.0,
fowl,1.0,
fowler,1.0,
fox,27.0,45.0
foxi,1.0,1.0
foxx,4.0,
foyl,1.0,
fozzi,,2.0
fraction,3.0,1.0
fractur,2.0,5.0
fragil,3.0,4.0
fragment,6.0,3.0
fragmentari,,1.0
fraidycat,1.0,
frail,1.0,1.0
frailti,1.0,1.0
frain,1.0,1.0
frake,2.0,4.0
fraker,4.0,
frame,48.0,48.0
framebut,1.0,
framework,7.0,5.0
frampton,1.0,
fran,3.0,1.0
franc,13.0,31.0
francesca,2.0,
francesco,1.0,1.0
franceusa,1.0,
franchis,19.0,10.0
franci,11.0,25.0
francin,2.0,
franciosa,,3.0
francisco,11.0,8.0
franco,,4.0
francoi,2.0,4.0
frank,69.0,90.0
frankenheim,8.0,2.0
frankenstein,8.0,8.0
frankensteinstyl,1.0,
frankenweeni,1.0,
frankfurt,1.0,
franki,12.0,1.0
franklin,11.0,4.0
franknfurt,,5.0
frann,1.0,
frantic,10.0,12.0
franz,1.0,6.0
franzoni,,2.0
fraser,1.0,13.0
frasier,1.0,3.0
frat,2.0,1.0
fratboy,1.0,
fratern,,1.0
frau,,2.0
fraud,1.0,3.0
fraught,,3.0
fray,1.0,1.0
freak,18.0,16.0
freaki,3.0,5.0
freakiest,1.0,
freakin,1.0,
freakish,1.0,3.0
freakshow,,1.0
frear,3.0,8.0
fred,20.0,16.0
freddi,27.0,7.0
freder,1.0,1.0
frederick,2.0,4.0
frederiqu,1.0,
free,51.0,47.0
freeassoci,1.0,
freebi,1.0,
freed,,5.0
freedman,,1.0
freedom,12.0,37.0
freedomfight,,1.0
freedomin,,1.0
freeform,,1.0
freelanc,1.0,1.0
freeli,3.0,6.0
freeman,11.0,29.0
freemani,,1.0
freemason,,1.0
freespirit,,3.0
freethink,,1.0
freeway,5.0,3.0
freewheel,1.0,2.0
freewil,,1.0
freez,30.0,9.0
freezedri,1.0,
freezefram,,2.0
freezer,,1.0
freight,1.0,
freighter,,3.0
fremen,4.0,
french,45.0,59.0
frenchacc,1.0,
frenchcanadian,1.0,
frenchi,,1.0
frenchman,4.0,1.0
frenchmen,1.0,1.0
frenchset,,1.0
frenet,3.0,4.0
frenzi,9.0,9.0
frequenc,,12.0
frequent,29.0,38.0
fresa,,1.0
fresh,31.0,48.0
freshen,2.0,
fresher,1.0,2.0
freshest,1.0,1.0
freshfac,1.0,2.0
freshfromjersey,1.0,
freshman,4.0,
fret,3.0,2.0
freud,,1.0
frewer,,1.0
frey,1.0,
fri,11.0,10.0
frick,1.0,
frickin,,1.0
friction,2.0,
friday,15.0,9.0
fridg,2.0,
frieberg,,1.0
friedberg,1.0,
friedkin,2.0,6.0
friedklin,2.0,
friedman,,1.0
friend,253.0,349.0
friendfriend,,1.0
friendli,1.0,1.0
friendliest,1.0,
friendship,12.0,34.0
friggin,2.0,
fright,15.0,6.0
frighten,32.0,62.0
frightentwo,,1.0
frightfest,,1.0
frightfre,1.0,
frigid,,1.0
fring,2.0,1.0
frisch,,1.0
friski,4.0,1.0
frisson,1.0,
fritter,1.0,
fritz,,2.0
frivil,1.0,
frivol,2.0,4.0
frizzi,,1.0
fro,,2.0
froehlich,1.0,
frog,9.0,11.0
frolick,1.0,1.0
front,48.0,42.0
frontal,5.0,
frontandcent,,1.0
frontgat,,1.0
frontier,2.0,3.0
frontlin,1.0,
frontman,,1.0
frontpag,,1.0
frost,8.0,4.0
frosti,1.0,
froth,3.0,2.0
frothi,,5.0
frown,5.0,
frozen,7.0,8.0
fruit,5.0,3.0
fruitcak,,1.0
fruiti,,1.0
fruition,1.0,
fruitit,,1.0
fruitless,1.0,
frumpi,3.0,1.0
frustrat,25.0,30.0
fryer,1.0,
fs,,1.0
fu,5.0,19.0
fuck,15.0,6.0
fuckyou,,1.0
fudd,1.0,
fuddyduddi,,1.0
fuel,7.0,8.0
fuell,1.0,
fuent,8.0,9.0
fug,,4.0
fugit,24.0,13.0
fuhrer,1.0,
fujioka,1.0,
fukienes,2.0,
fulci,,1.0
fulcrum,,1.0
fulfil,13.0,25.0
full,105.0,116.0
fullblown,1.0,4.0
fullcircl,,2.0
fullcondescens,,1.0
fuller,6.0,11.0
fullest,2.0,6.0
fullfeatur,1.0,
fullfil,,1.0
fullfledg,4.0,1.0
fullforc,1.0,1.0
fullfram,1.0,
fullfront,2.0,2.0
fullgrown,,1.0
fulli,19.0,37.0
fulllength,3.0,4.0
fulloftens,1.0,
fullon,2.0,1.0
fullout,,1.0
fullpag,1.0,
fullpric,,1.0
fullscal,,1.0
fullscreen,,1.0
fullsiz,,1.0
fullspe,,1.0
fulltim,,1.0
fulltoburst,1.0,
fullwel,,1.0
fullyarm,1.0,
fullycloth,1.0,
fullydevelop,,2.0
fullyr,1.0,1.0
fullyripen,,1.0
fumbl,7.0,3.0
fume,,1.0
fun,188.0,228.0
funari,1.0,
function,14.0,17.0
functionari,,1.0
functionsmith,,1.0
fund,12.0,17.0
fundament,9.0,12.0
fundamentalist,,3.0
fundrais,1.0,2.0
funer,13.0,14.0
funfil,,1.0
funhous,1.0,
funicello,1.0,
funinthesun,,1.0
funk,,1.0
funki,2.0,4.0
funlov,1.0,2.0
funnel,1.0,1.0
funner,,1.0
funneri,1.0,
funnest,,5.0
funni,330.0,272.0
funnier,10.0,7.0
funniest,17.0,31.0
funniestand,,1.0
funnyit,1.0,
funnyman,1.0,
funnymen,1.0,
funnymovi,1.0,
funnyth,,1.0
funoh,1.0,
funtowatch,,1.0
funyetdumb,1.0,
fur,1.0,4.0
furbal,,1.0
furi,5.0,10.0
furious,8.0,7.0
furlong,2.0,4.0
furnish,,4.0
furnitur,7.0,
furri,3.0,
furrow,1.0,
furst,,5.0
furter,,2.0
further,41.0,57.0
furthermor,7.0,4.0
furtwangl,,8.0
fuse,3.0,4.0
fusion,,2.0
fuss,4.0,3.0
futil,6.0,5.0
futileattempt,1.0,
futur,73.0,101.0
futurist,8.0,11.0
futuristiclook,,1.0
fuzzi,4.0,5.0
fwahahahahahahahaha,1.0,
fword,3.0,2.0
fx,9.0,6.0
fxheavi,1.0,
fxsuch,1.0,
fyfe,1.0,
gab,,1.0
gabbi,3.0,
gabi,5.0,
gabl,,2.0
gabriel,27.0,7.0
gabriell,1.0,5.0
gabriella,,2.0
gad,,1.0
gadget,26.0,12.0
gadgetfil,1.0,
gadgetri,2.0,1.0
gaelic,,2.0
gaff,2.0,2.0
gaffer,1.0,
gag,75.0,33.0
gaga,,1.0
gaghan,1.0,
gai,,1.0
gail,3.0,4.0
gailard,1.0,
gain,18.0,38.0
gaius,1.0,
gal,14.0,7.0
gala,1.0,2.0
galact,,3.0
galahad,,1.0
galapago,1.0,
galaxi,9.0,18.0
gale,6.0,14.0
galeweath,1.0,
gall,,1.0
gallagh,1.0,1.0
gallant,2.0,
gallantri,,1.0
galleri,2.0,6.0
gallifrey,,1.0
gallo,,9.0
gallon,,2.0
gallop,1.0,2.0
gallow,2.0,2.0
galor,2.0,11.0
galpal,,1.0
galvan,,1.0
gambit,1.0,1.0
gambl,13.0,10.0
gambler,4.0,3.0
gambol,,1.0
gambon,2.0,1.0
game,122.0,143.0
gameexperi,1.0,
gamelik,,1.0
gameplan,,1.0
gamepod,1.0,
gamesmanship,,1.0
gamut,,4.0
gandolfini,3.0,2.0
gang,48.0,30.0
gangbang,,2.0
gangbullsey,,1.0
gangbust,,1.0
gangland,,2.0
gangsta,1.0,5.0
gangstar,,2.0
gangster,22.0,39.0
gangsterflick,2.0,
gantri,,1.0
ganz,1.0,3.0
gap,7.0,6.0
gape,9.0,
gar,,2.0
gara,,2.0
garafolo,,4.0
garag,5.0,8.0
garb,2.0,1.0
garbag,27.0,6.0
garbageman,,2.0
garber,,1.0
garbl,2.0,
garcia,9.0,6.0
gard,,1.0
garden,8.0,19.0
gardenia,1.0,
gardner,3.0,
garfield,,1.0
garfunkel,2.0,
gargantuan,2.0,1.0
gargl,1.0,
gargoyl,,1.0
gargoylesperhap,1.0,
gari,28.0,20.0
garicia,1.0,
garish,3.0,1.0
garland,,1.0
garlic,,3.0
garlicfil,,1.0
garlington,3.0,
garment,,2.0
garner,10.0,9.0
garnish,,1.0
garofalo,10.0,4.0
garofolo,2.0,1.0
garp,1.0,2.0
garr,,1.0
garret,4.0,
garrett,7.0,
garri,9.0,4.0
garrison,,1.0
garter,,1.0
garth,1.0,7.0
garwood,,1.0
garziano,,1.0
gas,4.0,20.0
gascogn,1.0,
gase,3.0,
gaskel,,1.0
gasmask,,1.0
gasolin,3.0,1.0
gasolinefil,1.0,
gasp,4.0,4.0
gass,2.0,
gassner,,1.0
gast,,4.0
gate,6.0,9.0
gatekeep,1.0,
gateway,1.0,
gatewood,3.0,
gather,15.0,20.0
gatin,2.0,
gator,1.0,2.0
gatorwrestl,,1.0
gatsbi,,1.0
gattaca,,29.0
gaudi,,1.0
gaug,7.0,7.0
gaul,1.0,
gaulthier,,2.0
gaunt,1.0,1.0
gauntlet,1.0,
gauthier,,1.0
gavan,1.0,
gave,53.0,53.0
gavin,6.0,17.0
gavra,1.0,1.0
gawain,,1.0
gawk,2.0,1.0
gawker,,1.0
gawki,,1.0
gay,24.0,42.0
gayheart,16.0,2.0
gaynor,1.0,
gaz,,5.0
gazarra,,1.0
gaze,5.0,7.0
gazer,,1.0
gazillion,,1.0
gazon,1.0,
gbn,1.0,
gd,,1.0
gear,10.0,15.0
geareddown,1.0,
gecko,3.0,4.0
gedd,,3.0
gediman,,1.0
gedrick,3.0,
gee,6.0,5.0
geek,8.0,10.0
geeki,8.0,2.0
geekiest,1.0,
geekish,,1.0
geena,2.0,3.0
gees,,1.0
geez,2.0,2.0
geezer,1.0,
gehrig,1.0,
geiger,2.0,
geisha,,1.0
gekko,1.0,
gel,2.0,4.0
gelfl,,2.0
gellar,8.0,6.0
geller,3.0,1.0
gem,7.0,22.0
gen,1.0,2.0
gena,2.0,4.0
gender,5.0,7.0
genderbend,1.0,1.0
gene,25.0,15.0
general,94.0,113.0
generat,74.0,69.0
generationsa,,1.0
generic,30.0,13.0
generos,,1.0
generous,5.0,7.0
genet,8.0,24.0
geneticist,1.0,1.0
geneva,,2.0
genevi,,3.0
geneviev,1.0,1.0
geni,1.0,2.0
genial,,1.0
genievev,2.0,
genit,2.0,2.0
genitalia,,1.0
genius,29.0,29.0
geno,,1.0
genocid,1.0,
genom,,1.0
genr,71.0,116.0
genreiknowwhatyoudidlastsumm,1.0,
genrelast,1.0,
genreparodi,1.0,
genreshift,1.0,
gent,2.0,
genteel,1.0,
gentl,9.0,16.0
gentleman,6.0,5.0
gentlemen,5.0,1.0
gentler,,1.0
gentlewoman,,1.0
genuin,49.0,63.0
genuinelyfunni,1.0,
genuis,1.0,
genus,1.0,
genviev,,1.0
genx,,2.0
genxer,2.0,
genzel,1.0,
geociti,2.0,2.0
geoff,3.0,
geoffrey,8.0,10.0
geograph,,4.0
geographi,,1.0
geolog,4.0,1.0
geologist,,1.0
geometri,1.0,
geordi,,1.0
georg,63.0,85.0
georgetown,,1.0
georgi,1.0,
georgia,8.0,6.0
georgina,1.0,
gerald,5.0,4.0
geraldo,,1.0
gerard,5.0,16.0
gerber,,1.0
gerbil,1.0,
gere,14.0,16.0
gereal,,1.0
geri,2.0,4.0
geriatr,2.0,1.0
germ,2.0,1.0
german,8.0,38.0
germani,3.0,12.0
germania,,3.0
germann,1.0,
germin,,1.0
germphob,,1.0
geronimo,15.0,
gerrald,,1.0
gerri,,12.0
gershon,5.0,3.0
gertrud,,1.0
gertz,1.0,1.0
gesserit,2.0,
gester,1.0,
gestur,4.0,10.0
getaway,3.0,4.0
getgo,3.0,1.0
getout,,2.0
getsoff,,1.0
getti,4.0,
gettin,,1.0
gettogeth,1.0,2.0
getup,2.0,3.0
getz,,2.0
gevedon,1.0,3.0
geyser,1.0,1.0
gfriend,1.0,
ghallag,,2.0
ghast,2.0,1.0
gheorgh,4.0,
ghetto,13.0,10.0
ghibli,,2.0
ghidrah,1.0,
ghost,37.0,51.0
ghostbust,11.0,4.0
ghostfac,1.0,2.0
ghostladi,1.0,
ghostlik,2.0,
ghostmak,1.0,
ghoul,2.0,
ghreat,,1.0
gi,,1.0
gia,10.0,
giacomo,,1.0
giallo,,4.0
giamatti,4.0,4.0
giancarlo,2.0,1.0
giant,72.0,53.0
giardello,,2.0
gibb,1.0,1.0
gibson,17.0,47.0
gibsoninspir,1.0,
giddi,2.0,8.0
gidget,1.0,
gidley,,1.0
gie,,1.0
gielgud,2.0,1.0
gifford,1.0,
gift,25.0,29.0
gig,2.0,12.0
gigant,5.0,5.0
giger,1.0,1.0
gigg,2.0,1.0
giggl,12.0,5.0
gigi,,1.0
gignac,1.0,
gigolo,1.0,8.0
gila,,1.0
gilbert,4.0,3.0
gile,,19.0
gill,4.0,2.0
gilliam,14.0,10.0
gilliamesqu,,1.0
gillian,5.0,4.0
gilliard,1.0,1.0
gilligan,4.0,
gilmor,1.0,7.0
gilroy,,1.0
gimm,1.0,
gimmick,14.0,9.0
gimmicki,4.0,2.0
gimp,,1.0
gina,7.0,3.0
ginger,6.0,4.0
gingerbread,,12.0
gingrich,,2.0
ginter,1.0,
giorgio,,5.0
giosu,,4.0
giovanni,3.0,9.0
girard,3.0,
gird,,1.0
girl,264.0,205.0
girlaspir,1.0,
girlboy,,1.0
girlcrazi,,1.0
girlfriend,80.0,65.0
girlfriendmol,1.0,
girli,1.0,
girlina,1.0,
girlish,1.0,
girlongirl,,1.0
girlpoor,1.0,
girlpow,,1.0
girltyp,1.0,
girth,1.0,
gisbourn,,1.0
gish,2.0,2.0
gist,2.0,1.0
git,1.0,3.0
gitai,,3.0
gittin,1.0,
giulianni,1.0,
giusepp,2.0,2.0
give,428.0,471.0
giveaway,1.0,1.0
given,190.0,160.0
giver,,1.0
givya,,1.0
gizmo,2.0,1.0
gizzard,1.0,
glacier,1.0,1.0
glad,11.0,15.0
glade,,1.0
gladi,,3.0
gladiat,1.0,28.0
gladiatorlik,,1.0
gladnick,,1.0
gladston,,1.0
glam,1.0,1.0
glamor,9.0,6.0
glamoris,1.0,1.0
glamour,1.0,5.0
glamrock,1.0,2.0
glanc,14.0,12.0
gland,1.0,
glare,10.0,9.0
glasnost,,1.0
glass,14.0,21.0
glave,1.0,1.0
glaze,1.0,4.0
glazer,1.0,
gleam,3.0,2.0
glean,1.0,2.0
gleason,1.0,1.0
glee,3.0,2.0
gleeful,,2.0
gleefulli,4.0,8.0
gleeson,2.0,6.0
gleiberman,,2.0
gleisner,,1.0
glen,11.0,9.0
glenco,1.0,
glenda,8.0,
glengari,,1.0
glengarri,2.0,
glenglenda,2.0,
glenn,18.0,18.0
glenwood,1.0,
glib,6.0,1.0
glide,1.0,3.0
glider,1.0,
glimcher,2.0,
glimmer,9.0,1.0
glimps,18.0,14.0
glisten,,4.0
glitch,1.0,
glitter,3.0,1.0
glitz,3.0,1.0
glitzi,2.0,1.0
glob,2.0,
global,2.0,2.0
globe,2.0,11.0
globetrot,1.0,
globus,1.0,
gloom,3.0,5.0
gloomi,6.0,9.0
gloop,1.0,
gloopett,1.0,
glop,1.0,
glori,11.0,22.0
gloria,10.0,12.0
glorif,1.0,
glorifi,2.0,10.0
glorious,8.0,9.0
glorystar,,1.0
gloss,4.0,4.0
glossi,5.0,1.0
gloucest,,1.0
glove,3.0,3.0
glover,9.0,6.0
glow,7.0,12.0
glower,1.0,1.0
glu,1.0,3.0
glue,1.0,2.0
gluelik,1.0,
glum,1.0,1.0
glut,,2.0
gluttoni,,2.0
glycerin,1.0,
gm,1.0,
gmen,,1.0
gmt,1.0,
gnarl,,1.0
gnaw,2.0,
gnome,,1.0
gnosi,1.0,3.0
go,729.0,623.0
goad,,2.0
goahead,1.0,1.0
goal,32.0,43.0
goaliemaskwear,1.0,
goaround,1.0,
goat,3.0,1.0
goate,1.0,2.0
gobbl,1.0,
gobbledegook,1.0,
gobbledygook,3.0,
gobetween,,1.0
goblin,,2.0
gocart,2.0,
god,90.0,97.0
godard,3.0,1.0
godaw,4.0,1.0
godawa,,1.0
goddam,1.0,
goddammit,1.0,
goddamn,5.0,2.0
goddard,1.0,
goddaught,2.0,
goddess,3.0,
godess,1.0,
godfath,8.0,15.0
godfatheresqu,,1.0
godfatherfilm,,1.0
godfathertrilog,,1.0
godforsaken,,1.0
godfrey,1.0,2.0
godfri,1.0,
godgiven,,1.0
godless,,1.0
godley,,1.0
godlik,1.0,2.0
godmoth,1.0,
godzila,1.0,
godzilla,77.0,3.0
goe,244.0,222.0
goer,1.0,5.0
goeth,,1.0
goetz,,1.0
gofer,1.0,
gogetemtigerwerebehindyou,1.0,
goggin,,1.0
goggl,1.0,1.0
gogo,1.0,
goingnowher,1.0,
goingson,4.0,2.0
gojira,1.0,
golan,1.0,
golberg,,1.0
gold,20.0,24.0
goldberg,9.0,5.0
goldbergesqu,,1.0
goldbergtyp,1.0,
goldblum,21.0,4.0
golddigg,2.0,
golden,6.0,26.0
goldenag,,1.0
goldenberg,,1.0
goldenboy,,1.0
goldenera,,1.0
goldeney,2.0,6.0
goldenth,,2.0
goldfing,,2.0
goldfish,,1.0
goldi,4.0,2.0
goldin,1.0,
goldman,4.0,5.0
goldmin,,1.0
goldsman,9.0,1.0
goldsmith,6.0,2.0
goldstarv,,1.0
goldstein,,2.0
goldthwait,1.0,2.0
goldwyn,,7.0
golf,2.0,
golfbal,1.0,
goliath,2.0,
golino,3.0,
golli,2.0,
gomer,,1.0
gomorrah,,1.0
gon,,1.0
gondolatrekk,,1.0
gone,80.0,51.0
goner,1.0,
gong,,2.0
gonna,21.0,15.0
gonz,,1.0
gonzal,1.0,
gonzo,4.0,6.0
goo,9.0,1.0
good,803.0,854.0
goodal,2.0,
goodand,1.0,
goodboy,5.0,
goodbutnotgreat,,1.0
goodbuy,1.0,
goodby,3.0,7.0
gooder,1.0,
goodfella,3.0,15.0
goodfit,1.0,
goodguy,1.0,1.0
goodheart,3.0,1.0
goodhorror,,2.0
goodi,1.0,2.0
goodlook,3.0,8.0
goodluck,1.0,
goodman,14.0,22.0
goodnatur,4.0,8.0
goodnight,1.0,4.0
goodnotgreat,,1.0
goodrich,,1.0
goodspirit,,2.0
goodther,1.0,
goodwin,,1.0
goodwork,1.0,
goodygoodi,1.0,
goodytwosho,1.0,
gooey,4.0,2.0
goof,,1.0
goofbal,1.0,1.0
goofi,29.0,24.0
goofier,3.0,1.0
goofili,3.0,
goofup,,2.0
goofyembarrass,1.0,
goofylook,1.0,
googoo,2.0,
gooiffi,1.0,
goon,12.0,1.0
gooni,1.0,
goop,6.0,
goos,4.0,1.0
goran,1.0,2.0
gorbachev,,1.0
gord,3.0,
gordan,1.0,1.0
gordi,14.0,3.0
gordo,,4.0
gordon,22.0,11.0
gordonlevitt,,1.0
gore,38.0,40.0
goredrench,1.0,
gorefest,,3.0
gorey,,1.0
gorgeous,9.0,19.0
gori,19.0,21.0
goriest,1.0,1.0
gorilla,27.0,11.0
gorillasl,1.0,
gorman,,2.0
goro,1.0,4.0
goround,2.0,1.0
gorton,2.0,
gos,,4.0
gosh,2.0,2.0
gosnel,3.0,
gospel,4.0,3.0
gossamerthin,1.0,
gosselaar,1.0,
gossip,1.0,3.0
gotcha,8.0,4.0
goth,8.0,1.0
gotham,7.0,2.0
gothgirl,,1.0
gothic,5.0,15.0
gothicelectron,,1.0
gothlook,,1.0
gothstyl,1.0,
gotta,4.0,8.0
gotten,22.0,29.0
gottfri,2.0,
gotti,,1.0
gouda,,1.0
gough,6.0,2.0
gould,,7.0
gourmet,1.0,2.0
govern,42.0,70.0
government,,3.0
governmentcontrol,1.0,
governor,6.0,6.0
govwork,,1.0
gown,1.0,
goyer,1.0,1.0
gps,1.0,
gq,1.0,
grab,14.0,15.0
