,neg,pos
disagre,8.0,6.0
disallow,2.0,1.0
disappear,38.0,34.0
disappoint,107.0,78.0
disapprob,,1.0
disapprov,3.0,5.0
disarm,2.0,7.0
disarray,,1.0
disassoci,,1.0
disast,63.0,51.0
disaster,2.0,1.0
disastermovi,1.0,
disastor,,1.0
disastr,11.0,10.0
disatisfact,,1.0
disband,1.0,
disbelief,16.0,18.0
disbeliev,1.0,1.0
disburs,1.0,
disc,10.0,19.0
discard,3.0,8.0
discarg,,1.0
discern,6.0,5.0
discharg,,1.0
discipl,,3.0
disciplin,1.0,8.0
disclaim,,4.0
disclos,3.0,3.0
disclosur,1.0,
disco,16.0,19.0
discoera,,1.0
discombobul,,1.0
discomfort,2.0,4.0
disconcert,4.0,4.0
disconnect,2.0,3.0
discont,1.0,
discord,1.0,2.0
discothem,1.0,
discothequ,1.0,1.0
discount,5.0,3.0
discourag,3.0,5.0
discours,2.0,
discourt,,1.0
discov,92.0,132.0
discover,,2.0
discoveri,14.0,17.0
discredit,2.0,1.0
discreet,1.0,1.0
discrep,,1.0
discret,1.0,
discrimin,1.0,2.0
discuss,24.0,43.0
disdain,4.0,4.0
diseas,15.0,5.0
disembodi,,3.0
disembowel,,4.0
disench,1.0,
disenfranchis,1.0,1.0
disengag,2.0,1.0
disfigur,2.0,4.0
disgrac,3.0,4.0
disgruntl,5.0,1.0
disguis,22.0,16.0
disgust,18.0,24.0
disgustingfordisgustingnesssak,1.0,
dish,6.0,7.0
dishearten,1.0,3.0
dishevel,,1.0
dishmold,,1.0
dishonest,1.0,
dishonor,2.0,
dishonour,1.0,
dishwash,1.0,2.0
disillus,5.0,4.0
disillusion,,3.0
disilus,,1.0
disingenu,,1.0
disintegr,1.0,4.0
disinterest,5.0,
disintigr,1.0,
disinvit,1.0,
disjoint,4.0,5.0
disjointed,1.0,
disk,3.0,3.0
dislik,12.0,13.0
disloc,,1.0
disloy,,1.0
dismal,7.0,4.0
dismay,3.0,11.0
dismemb,1.0,2.0
dismember,2.0,
dismiss,8.0,16.0
disney,59.0,164.0
disneyanim,,1.0
disneycut,,1.0
disneyesqu,,2.0
disneyfi,,3.0
disneyland,,2.0
disneymad,1.0,
disobedi,1.0,1.0
disobey,2.0,3.0
disord,4.0,5.0
disoreit,1.0,
disorgan,,2.0
disorganis,2.0,
disori,2.0,1.0
disorient,1.0,
disown,2.0,1.0
dispair,,1.0
dispar,1.0,1.0
dispassion,,1.0
dispatch,6.0,6.0
dispel,1.0,2.0
dispens,5.0,5.0
dispers,1.0,1.0
dispirit,1.0,
dispit,1.0,
displac,,2.0
display,34.0,51.0
displayther,1.0,
displeas,,1.0
displeasur,1.0,2.0
dispond,3.0,
dispos,14.0,9.0
disposit,2.0,2.0
disproport,1.0,
disprov,4.0,
disput,1.0,9.0
disqualifi,,1.0
disquiet,,2.0
disract,,1.0
disregard,4.0,2.0
disrepair,,1.0
disrespect,,2.0
disrob,2.0,
disrupt,1.0,4.0
diss,,1.0
dissapoint,2.0,6.0
dissappear,,1.0
dissappoint,1.0,1.0
dissatisfact,2.0,3.0
dissatisfi,2.0,2.0
dissect,3.0,3.0
dissembl,1.0,
dissert,,1.0
disservic,1.0,
dissimilar,2.0,3.0
dissip,2.0,3.0
dissolv,10.0,3.0
dissuad,2.0,1.0
dissuas,,1.0
distanc,19.0,20.0
distant,8.0,17.0
distast,3.0,1.0
distend,1.0,
distil,1.0,3.0
distinct,21.0,20.0
distinguish,11.0,17.0
distort,2.0,6.0
distract,39.0,49.0
distraught,4.0,5.0
distress,12.0,4.0
distribut,8.0,10.0
distributor,3.0,7.0
district,2.0,6.0
distrust,1.0,3.0
disturb,36.0,59.0
disturbingbehavior,1.0,
ditch,6.0,6.0
dither,1.0,
ditti,2.0,2.0
ditto,8.0,1.0
ditz,1.0,
ditzi,5.0,6.0
ditzism,,1.0
diva,5.0,2.0
dive,8.0,10.0
diver,,2.0
diverg,,1.0
divers,5.0,18.0
divert,9.0,2.0
divest,1.0,
divid,4.0,13.0
divin,3.0,7.0
divis,3.0,6.0
divison,,1.0
divorc,14.0,20.0
divorce,,1.0
divulg,,4.0
divvi,1.0,
dixon,3.0,5.0
dizzi,8.0,11.0
dj,2.0,3.0
djimon,2.0,6.0
dlose,1.0,
dmv,1.0,
dmx,1.0,
dna,6.0,7.0
doa,2.0,
dobb,,1.0
dobecom,1.0,
dobi,5.0,
dobson,,4.0
doc,4.0,1.0
docil,1.0,1.0
docin,,1.0
dock,2.0,1.0
docket,,1.0
docreat,,1.0
docter,,1.0
doctor,58.0,50.0
doctrin,,3.0
docudrama,2.0,2.0
document,10.0,12.0
documentari,33.0,38.0
documentarylik,,1.0
docustyl,1.0,
dodder,,1.0
dodg,4.0,4.0
dodger,2.0,
dodo,,1.0
doeey,,1.0
doenst,1.0,
doer,,1.0
doesand,,1.0
doesn,1.0,4.0
doesnt,463.0,421.0
doesnut,,1.0
doeuvr,,1.0
doevr,1.0,
doff,1.0,1.0
dog,98.0,129.0
dogg,,1.0
doggi,,1.0
doghalf,1.0,
doglik,,1.0
doglov,1.0,
dogm,,1.0
dogma,7.0,11.0
dogmat,,5.0
dognap,1.0,
dogood,3.0,
dogscould,1.0,
dogsstyl,,1.0
dogstar,1.0,
dogwalk,1.0,
doh,,1.0
doherti,1.0,
dohlen,2.0,
doin,,1.0
doityourself,1.0,
dokken,,1.0
dolbi,2.0,5.0
dolc,1.0,2.0
dole,3.0,1.0
dolenz,1.0,
doli,,2.0
dolittl,9.0,
doll,17.0,7.0
dollah,1.0,
dollar,54.0,32.0
dolli,2.0,4.0
dollop,1.0,2.0
dolor,,17.0
dolph,2.0,
dolphin,3.0,
doltish,,1.0
dom,1.0,4.0
domain,1.0,4.0
dombasl,,1.0
dome,2.0,1.0
domest,6.0,10.0
domicil,,1.0
domin,22.0,21.0
dominatrix,1.0,
domingo,,5.0
dominguez,1.0,
dominican,,1.0
dominio,1.0,
dominion,2.0,
dominiqu,2.0,4.0
domino,1.0,2.0
don,38.0,33.0
donadio,1.0,
donal,,1.0
donald,15.0,10.0
donaldson,1.0,2.0
donat,3.0,3.0
donatelli,,1.0
donato,,1.0
done,153.0,188.0
donella,,2.0
donethat,1.0,1.0
donkey,,20.0
donn,,1.0
donna,7.0,4.0
donner,5.0,
donni,14.0,28.0
donofrio,6.0,7.0
donor,,1.0
donovan,,5.0
donovanit,,1.0
dont,486.0,374.0
dontcha,1.0,
donthatemeforbeingasimpleton,,1.0
dontmesswithmylifeandiwontmesswithyour,,1.0
donut,,4.0
doo,3.0,1.0
doobi,,1.0
doodl,,1.0
doodyish,,1.0
doofi,1.0,
doofus,2.0,
doogi,2.0,4.0
doom,23.0,20.0
doomandgloom,,2.0
doomsday,3.0,
door,59.0,50.0
doorman,,1.0
doormen,1.0,
doorstep,,1.0
doorway,2.0,1.0
doowop,,3.0
doozi,1.0,1.0
dope,2.0,2.0
doped,,1.0
dopedouteyeview,,1.0
dopedup,,1.0
dopesmok,1.0,
dopey,4.0,3.0
dopi,1.0,
doppelgang,2.0,1.0
doppl,,2.0
dor,,1.0
dora,15.0,18.0
dorado,1.0,2.0
doreen,1.0,
dorff,,3.0
dori,,1.0
dorian,3.0,4.0
dork,,1.0
dorki,4.0,1.0
dorm,3.0,
dormant,2.0,4.0
dormi,1.0,
dorn,6.0,8.0
dornack,,1.0
dorothi,1.0,2.0
dorsey,,1.0
dosag,2.0,2.0
dose,15.0,16.0
dosent,3.0,5.0
doss,,2.0
dostoevski,,1.0
dot,3.0,5.0
dote,,4.0
dotson,2.0,
dotti,1.0,2.0
doubl,44.0,18.0
doublebarrel,,1.0
doublebil,1.0,
doublechin,1.0,
doublecross,6.0,14.0
doubled,1.0,1.0
doubleedg,,1.0
doubleentendr,2.0,
doubleexposur,2.0,
doubleindemn,1.0,
doublejeopardi,1.0,
doublelin,1.0,
doubleperson,,1.0
doublesid,,2.0
doubletak,1.0,
doubleteam,,1.0
doublewhammi,,1.0
doublezero,1.0,
doubli,3.0,1.0
doublycast,1.0,
doubt,60.0,95.0
doubtfir,4.0,
doubtless,1.0,2.0
doug,5.0,6.0
dough,6.0,3.0
dougherti,,1.0
dougla,37.0,31.0
douglass,,1.0
dougnac,2.0,
dougray,3.0,1.0
dour,,1.0
dourdan,1.0,
dourif,4.0,1.0
douriff,1.0,1.0
dous,3.0,1.0
dov,1.0,
dove,9.0,6.0
dow,1.0,1.0
dowd,,1.0
dowdi,,1.0
dowl,1.0,
down,314.0,322.0
downanddirti,1.0,
downandout,1.0,1.0
downatheel,,1.0
downattheheel,1.0,
downbeat,2.0,2.0
downcast,1.0,
downer,2.0,2.0
downey,2.0,10.0
downfal,3.0,9.0
downgrad,,1.0
downhil,17.0,4.0
downi,,2.0
download,1.0,1.0
downonherluck,1.0,
downonhisluck,1.0,
downplay,1.0,3.0
downright,13.0,16.0
downshift,2.0,
downsid,,6.0
downsiz,1.0,2.0
downstair,2.0,1.0
downtim,1.0,
downto,1.0,
downtoearth,,6.0
downtown,4.0,1.0
downtrodden,,5.0
downward,3.0,1.0
downway,1.0,
doyl,3.0,4.0
doyleat,1.0,
doze,1.0,
dozen,32.0,26.0
dozier,1.0,
dr,88.0,96.0
drab,5.0,4.0
drabbi,2.0,
draco,2.0,
draconian,1.0,
dracula,4.0,4.0
draft,5.0,4.0
drag,46.0,31.0
draggedout,1.0,1.0
draggingsalt,1.0,
dragit,1.0,
dragnet,5.0,1.0
dragon,11.0,22.0
dragonheart,4.0,1.0
dragonlik,1.0,1.0
dragonprotect,,1.0
drain,6.0,5.0
drake,,2.0
drama,79.0,145.0
dramacomedi,1.0,
dramat,69.0,101.0
dramaturg,,1.0
dramedi,1.0,
drape,2.0,1.0
drapehang,1.0,
drastic,6.0,7.0
draven,3.0,
draw,38.0,51.0
drawback,,6.0
drawbridg,1.0,
drawer,3.0,3.0
drawingroom,1.0,
drawl,2.0,2.0
drawn,20.0,30.0
drawnout,4.0,
dre,1.0,
dread,27.0,23.0
dreadfactor,,2.0
dreadlock,1.0,
dream,87.0,139.0
dreamboat,1.0,
dreamer,2.0,
dreami,2.0,6.0
dreamlik,,2.0
dreamquest,,1.0
dreamrosaleen,,1.0
dreamscap,,1.0
dreamwork,2.0,25.0
dreamworkss,,2.0
dreamworld,,1.0
dreamyey,,1.0
dreari,7.0,5.0
drearili,2.0,
dreck,5.0,1.0
drector,1.0,
dredd,,4.0
dredg,2.0,
drench,1.0,1.0
dreper,,3.0
drescher,,1.0
dress,53.0,39.0
dresser,1.0,
dressmak,,2.0
dressup,1.0,
drew,16.0,20.0
dreyer,1.0,
dreyfus,2.0,2.0
dreyfuss,15.0,10.0
dri,23.0,19.0
dribbl,1.0,
driedup,,1.0
drier,1.0,
drift,11.0,10.0
drifter,4.0,
driftercumpostman,1.0,
drill,7.0,2.0
driller,5.0,
drink,40.0,30.0
drinker,,1.0
drip,7.0,3.0
drippi,1.0,1.0
driscol,1.0,2.0
drive,87.0,71.0
drivebi,,1.0
drivein,2.0,2.0
drivel,9.0,3.0
driven,14.0,17.0
driver,17.0,33.0
driversrapist,1.0,
drivethrough,,1.0
drivethru,1.0,
drivin,1.0,
drix,4.0,
drixenol,,1.0
drizzl,,1.0
droid,1.0,3.0
droll,,7.0
dromey,,1.0
drone,3.0,3.0
droney,1.0,
droog,1.0,
drool,7.0,1.0
droopyey,,1.0
drop,62.0,44.0
dropdead,,1.0
dropoff,,3.0
dropout,3.0,3.0
dropper,1.0,
dross,2.0,
drought,1.0,
drove,5.0,4.0
drown,23.0,9.0
drowsyvo,1.0,
drub,,1.0
drug,76.0,89.0
drugaddict,2.0,3.0
drugaddl,,1.0
drugcraz,1.0,
drugdeal,2.0,1.0
druggedout,1.0,2.0
druggedup,,1.0
druggi,,1.0
druginduc,,2.0
drugkingpin,1.0,
druglord,,1.0
drugop,1.0,
drugrav,,1.0
drugravag,,1.0
drugrel,1.0,
drugrun,,1.0
drugstok,,1.0
drugstor,,3.0
drum,3.0,4.0
drumbeat,,1.0
drumlin,,8.0
drummer,,4.0
drummond,,1.0
drunk,24.0,14.0
drunkard,1.0,2.0
drunken,11.0,28.0
drunkenstyl,,2.0
dryclean,1.0,
dryer,1.0,1.0
dryland,4.0,
drywit,,1.0
ds,2.0,
dt,1.0,
du,,2.0
dual,1.0,2.0
dualiti,,2.0
duan,,1.0
dub,19.0,10.0
dubarri,,1.0
dubey,,3.0
dubious,11.0,5.0
duboi,2.0,
dubuqu,,1.0
dubya,2.0,
duc,,2.0
duchess,,1.0
duchovni,10.0,13.0
duck,8.0,10.0
duckl,,1.0
duct,1.0,
dud,15.0,6.0
duddi,,1.0
dude,26.0,64.0
dudley,2.0,2.0
due,51.0,85.0
duel,3.0,7.0
duell,,1.0
duet,1.0,2.0
duffel,,1.0
duffl,1.0,
dug,4.0,5.0
dugan,2.0,
duguay,3.0,2.0
duh,2.0,1.0
dukaki,2.0,1.0
duke,8.0,27.0
dull,88.0,19.0
dullard,1.0,
duller,,1.0
dullest,2.0,
dulloc,,2.0
duloc,,2.0
duma,3.0,
dumass,1.0,
dumb,78.0,39.0
dumbasnail,1.0,
dumbass,1.0,
dumbeddown,,1.0
dumber,11.0,8.0
dumberand,1.0,
dumbest,1.0,2.0
dumbingdown,,1.0
dumbo,1.0,
dumfound,1.0,
dummi,3.0,3.0
dump,15.0,18.0
dunaway,8.0,2.0
dunc,1.0,
duncan,4.0,8.0
dunde,1.0,
dune,17.0,2.0
duneesqu,1.0,
dungeon,1.0,1.0
dunk,,2.0
dunmor,1.0,
dunn,9.0,3.0
dunno,4.0,2.0
dunst,2.0,2.0
dunwich,2.0,
duo,11.0,11.0
duong,,1.0
dupe,2.0,3.0
duplic,6.0,3.0
duplicit,2.0,1.0
dupr,2.0,
duquett,,1.0
durabl,1.0,
durat,3.0,6.0
durden,,2.0
dure,213.0,263.0
durham,5.0,
durn,1.0,1.0
dushku,5.0,1.0
dusk,4.0,11.0
dussand,,6.0
dussandermuch,,1.0
dussoli,,1.0
dust,9.0,9.0
dusti,,2.0
dustin,8.0,5.0
dutch,15.0,3.0
duti,13.0,16.0
dutt,1.0,
dutton,1.0,2.0
duval,15.0,29.0
duveyri,,1.0
dvd,15.0,30.0
dvdrom,,3.0
dvds,,3.0
dwarf,4.0,4.0
dwarfism,,1.0
dwarv,,2.0
dwayn,1.0,
dweeb,1.0,2.0
dweebish,1.0,
dwell,5.0,5.0
dwi,1.0,
dwight,1.0,
dwindl,1.0,1.0
dworkin,,1.0
dy,,1.0
dyer,1.0,2.0
dykstra,2.0,2.0
dylan,12.0,7.0
dymanit,,1.0
dynam,9.0,15.0
dynamit,6.0,3.0
dynamo,1.0,
dynasti,,1.0
dysart,1.0,
dysfunct,5.0,9.0
dysfunt,,2.0
dystop,,2.0
dystopian,,1.0
dzundza,1.0,3.0
dzunza,1.0,
each,185.0,283.0
eachoth,1.0,7.0
eaddress,,1.0
eager,12.0,29.0
eaisli,,1.0
eamonn,,2.0
ear,18.0,13.0
earl,4.0,8.0
earli,102.0,115.0
earlier,45.0,69.0
earliest,3.0,1.0
earlygo,,1.0
earlyteen,1.0,
earlywarn,,1.0
earmark,1.0,
earn,31.0,28.0
earnest,11.0,7.0
earp,7.0,4.0
earpiec,,1.0
earth,97.0,96.0
earthi,,3.0
earthl,3.0,3.0
earthnorm,1.0,
earthquak,9.0,5.0
earthshatt,2.0,1.0
earthward,,1.0
earthworm,4.0,
eartoear,,1.0
eas,7.0,17.0
easi,71.0,91.0
easier,14.0,16.0
easiest,2.0,4.0
easili,58.0,97.0
easilycorrupt,1.0,
easilyread,,1.0
east,19.0,13.0
easter,,1.0
eastern,5.0,3.0
easternsound,,1.0
easton,,1.0
eastward,,1.0
eastwick,4.0,1.0
eastwood,3.0,11.0
eastwoodesqu,1.0,
easybak,1.0,
easygo,1.0,3.0
easylisten,,1.0
easylook,1.0,
eat,50.0,47.0
eaten,4.0,3.0
eater,3.0,1.0
eateri,1.0,1.0
eaton,1.0,
ebay,1.0,
ebeneez,,1.0
ebert,23.0,3.0
ebertwritten,,1.0
ebola,1.0,1.0
eboni,,1.0
ebouaney,,2.0
eccentr,26.0,30.0
ecclesiast,1.0,
eccleston,2.0,6.0
echelon,,4.0
echo,10.0,18.0
eckhart,1.0,6.0
eckstrom,,1.0
eclair,1.0,
eclect,4.0,8.0
eclips,,2.0
eclmtct,3.0,
ecof,1.0,
ecolog,1.0,
econom,4.0,10.0
economi,4.0,3.0
ecstasi,1.0,
ecstat,2.0,4.0
ed,25.0,49.0
edd,,1.0
eddi,64.0,40.0
eddiedirk,,1.0
edel,2.0,
edelman,,1.0
eden,1.0,4.0
edg,21.0,47.0
edgar,3.0,5.0
edgecomb,,3.0
edgefield,,2.0
edgehad,,1.0
edgeofyourseat,,1.0
edgi,6.0,14.0
edi,2.0,1.0
edif,1.0,
edific,,1.0
edina,,1.0
edison,7.0,1.0
edit,67.0,67.0
edith,1.0,2.0
editor,17.0,20.0
editori,,3.0
edmond,1.0,
edmund,2.0,1.0
edna,1.0,
edouard,,1.0
edson,1.0,1.0
edt,1.0,
edtv,3.0,5.0
edu,,1.0
eduard,,1.0
eduardo,,1.0
educ,14.0,19.0
edward,27.0,69.0
edwin,,1.0
ee,,5.0
eek,,1.0
eel,1.0,
eensi,1.0,
eeri,17.0,18.0
eerili,3.0,3.0
efect,,1.0
effac,1.0,
effect,366.0,415.0
effectdepend,,1.0
effectsbound,,1.0
effectsextravaganza,1.0,
effectsfil,1.0,
effectsheavi,,1.0
effectsladen,2.0,3.0
effectsload,,1.0
effectu,,1.0
effemin,5.0,1.0
effervesc,1.0,2.0
effet,1.0,1.0
effic,,1.0
effici,11.0,8.0
effort,72.0,79.0
effortless,5.0,21.0
eflman,1.0,
eg,2.0,
egad,1.0,
egan,,3.0
egar,,1.0
egg,9.0,9.0
eggar,,1.0
eggert,1.0,
eggey,,1.0
egghead,1.0,
eggnog,,1.0
eggo,1.0,
eggsel,,1.0
eggshap,1.0,
ego,8.0,4.0
egocentr,1.0,
egodriven,1.0,
egomania,1.0,
egomaniac,1.0,
egon,,1.0
egotist,2.0,3.0
egowith,1.0,
egoyan,3.0,21.0
egpyt,,1.0
egregi,,1.0
egypt,5.0,18.0
egyptian,1.0,4.0
eh,10.0,3.0
ehdan,3.0,
ehren,2.0,1.0
ehrin,1.0,
eiffel,2.0,1.0
eigeman,,1.0
eighi,1.0,
eight,18.0,33.0
eighteen,3.0,1.0
eighteenth,,1.0
eighteenwheel,,1.0
eighti,9.0,7.0
eightminut,,1.0
eighttrack,,1.0
eightyear,,1.0
eightyearold,,3.0
eightytwo,1.0,
eiko,1.0,
eilbach,1.0,
eileen,,3.0
eilonwi,,8.0
einstein,12.0,5.0
einsteinlevel,,1.0
eis,,1.0
eisenberg,1.0,
eisenstein,,1.0
eisley,,1.0
eisner,,3.0
eject,,3.0
ejogo,2.0,
ekberg,,1.0
ekland,1.0,
el,4.0,5.0
elabor,30.0,25.0
elain,,3.0
elasp,1.0,
elast,1.0,
elastica,,1.0
elbow,1.0,1.0
eldard,2.0,1.0
elder,11.0,24.0
eldest,3.0,6.0
ele,1.0,
eleanor,1.0,1.0
elect,11.0,27.0
elector,,1.0
electr,12.0,8.0
electrifi,,3.0
electro,1.0,
electrocut,4.0,
electrogreen,1.0,
electromagnet,2.0,
electron,4.0,8.0
electronicsynthes,,1.0
electropop,1.0,
eleg,5.0,10.0
elegiac,1.0,
elektra,1.0,1.0
element,120.0,167.0
elementari,3.0,3.0
elementsearth,,1.0
elena,6.0,3.0
elenaredempt,,1.0
eleph,3.0,7.0
elev,4.0,15.0
eleven,2.0,3.0
elevenoclock,1.0,
eleventh,,1.0
elevenyearold,,1.0
elexa,,1.0
elfman,12.0,16.0
elfont,6.0,
elgin,,4.0
eli,,3.0
elia,,7.0
elicit,7.0,12.0
elicitor,,1.0
elig,1.0,3.0
elijah,4.0,4.0
elimin,13.0,9.0
elina,,1.0
eliot,1.0,
elis,2.0,4.0
elisa,,1.0
elisabeth,7.0,5.0
elit,6.0,15.0
elitist,2.0,2.0
elixir,,1.0
eliza,2.0,2.0
elizabeth,23.0,40.0
elizando,1.0,
elk,1.0,2.0
ell,11.0,
ella,2.0,
ellen,11.0,19.0
elli,10.0,45.0
ellicit,2.0,
ellin,1.0,
elliot,2.0,22.0
elliott,1.0,10.0
ellipt,,1.0
ellroy,,2.0
ellsworth,2.0,
elm,4.0,2.0
elmer,2.0,1.0
elmo,,1.0
elmor,1.0,10.0
elna,,2.0
elodi,1.0,
eloi,,4.0
elong,1.0,
elop,1.0,
eloqu,2.0,5.0
elseperfect,1.0,
elsewher,6.0,8.0
elsewheretheir,,1.0
elspeth,,2.0
elton,4.0,1.0
elucid,1.0,
elud,5.0,2.0
elus,5.0,4.0
elv,2.0,1.0
elvi,3.0,9.0
elvira,,1.0
elvis,,1.0
elw,4.0,2.0
elwood,8.0,
em,10.0,9.0
email,3.0,7.0
eman,3.0,1.0
emancip,1.0,
emannuell,1.0,
emascul,,2.0
emax,2.0,
embarass,6.0,1.0
embark,3.0,5.0
embarras,1.0,
embarrass,52.0,21.0
embarrs,1.0,
embassi,3.0,
embed,2.0,2.0
embellish,1.0,2.0
ember,1.0,
embeth,,5.0
embezzl,2.0,1.0
embitt,2.0,3.0
emblazon,1.0,
emblem,1.0,
emblemat,,2.0
embodi,3.0,20.0
embrac,12.0,17.0
embrass,1.0,
embri,5.0,1.0
embroid,1.0,1.0
embroil,1.0,1.0
emc,1.0,
emce,1.0,1.0
emerg,19.0,23.0
emeri,1.0,
emerson,2.0,
emigr,1.0,
emil,3.0,
emili,6.0,6.0
emilio,3.0,
emin,2.0,4.0
emissari,,2.0
emit,3.0,1.0
emma,12.0,12.0
emmannuell,4.0,
emmanuel,,3.0
emmanuell,2.0,1.0
emmerich,14.0,8.0
emmet,1.0,
emmett,1.0,
emmi,,3.0
emmylou,,1.0
emo,,2.0
emot,129.0,215.0
emotionallycrippl,,1.0
emotionallyscar,,1.0
emotionalradi,1.0,
emotionless,4.0,4.0
empath,1.0,6.0
empathet,3.0,1.0
empathi,8.0,5.0
empathis,1.0,
empathpsych,,1.0
emperor,2.0,15.0
emphas,5.0,12.0
emphasi,10.0,11.0
emphasis,,1.0
emphat,,1.0
empir,8.0,23.0
employ,23.0,39.0
employe,8.0,15.0
empor,5.0,1.0
empower,,1.0
empti,34.0,21.0
emptor,,1.0
emptyhead,3.0,1.0
emshwil,,1.0
emul,3.0,3.0
en,,7.0
enabl,6.0,6.0
enact,2.0,3.0
enamor,2.0,4.0
enamour,,1.0
encapsul,,3.0
encas,3.0,2.0
enchant,3.0,17.0
enchilada,1.0,
encino,,1.0
enclos,,5.0
encod,,1.0
encompass,3.0,5.0
encor,1.0,1.0
encount,44.0,52.0
encourag,11.0,13.0
encyclopedia,,1.0
end,588.0,647.0
endang,6.0,4.0
endear,7.0,30.0
endeavor,,5.0
endeavour,,1.0
endem,1.0,
endless,29.0,25.0
endo,4.0,
endocrinolog,1.0,
endor,,1.0
endors,1.0,1.0
endow,3.0,1.0
endsfreud,,1.0
endur,25.0,25.0
enemi,29.0,31.0
energ,,1.0
energet,12.0,25.0
energi,41.0,49.0
enfield,,1.0
enforc,8.0,7.0
eng,,1.0
engag,48.0,74.0
engelbrecht,1.0,
engelman,1.0,
engin,17.0,21.0
england,18.0,25.0
english,43.0,62.0
englishdrama,1.0,
englishdub,,1.0
englishlanguag,,1.0
englishman,1.0,3.0
englishmen,1.0,1.0
englishspeak,1.0,1.0
englund,1.0,1.0
engross,8.0,18.0
engulf,2.0,5.0
enhanc,17.0,20.0
enigma,2.0,5.0
enigmat,6.0,8.0
enjoy,157.0,268.0
enlighten,7.0,6.0
enlist,7.0,17.0
enliste,1.0,1.0
enliven,1.0,3.0
enmesh,1.0,
enmiti,1.0,
ennio,2.0,2.0
ennui,2.0,
eno,1.0,
enoji,1.0,
enola,7.0,
enorm,23.0,21.0
enough,349.0,306.0
enquir,1.0,
enrag,2.0,2.0
enraptur,,3.0
enrich,3.0,2.0
enrol,2.0,
enrout,,1.0
ensembl,12.0,27.0
enshrin,,1.0
enslav,2.0,1.0
ensnar,,1.0
ensu,23.0,18.0
ensur,7.0,9.0
ent,,1.0
entail,2.0,2.0
entangl,3.0,4.0
entendr,2.0,
enter,34.0,59.0
enteratain,,1.0
enteratin,,1.0
enterpris,8.0,18.0
entertain,186.0,259.0
entertainmentweek,1.0,
entertan,,2.0
enthral,4.0,5.0
enthus,1.0,2.0
enthusiasm,6.0,13.0
enthusiast,9.0,15.0
entic,6.0,2.0
entir,180.0,213.0
entireand,1.0,
entireti,9.0,6.0
entiti,4.0,4.0
entitl,5.0,16.0
entourag,1.0,1.0
entrac,,1.0
entraillook,,1.0
entranc,1.0,10.0
entrap,5.0,1.0
entrench,1.0,1.0
entrepenaur,1.0,
entrepreneur,3.0,3.0
entrepreneuri,,1.0
entri,21.0,18.0
entrust,3.0,2.0
entrylevel,,1.0
enumer,,1.0
envelop,5.0,6.0
envi,1.0,8.0
enviabl,1.0,
envious,,2.0
enviroment,1.0,
environ,14.0,23.0
environment,3.0,
environmentalist,,1.0
envirothril,1.0,
envis,3.0,9.0
eomann,1.0,
epa,4.0,
epect,1.0,
ephron,13.0,7.0
epic,18.0,51.0
epichandsom,,1.0
epics,1.0,
epicwannab,,1.0
epidem,,1.0
epigram,,1.0
epigraph,,1.0
epilepsi,,1.0
epilogu,5.0,5.0
epiphani,3.0,2.0
episod,57.0,56.0
episodespatlabor,,1.0
epitom,7.0,6.0
eponin,,1.0
eponym,2.0,1.0
epp,11.0,1.0
epperson,,1.0
epsicokhan,,1.0
epsod,,1.0
epstein,,4.0
eqsuisit,,1.0
equal,40.0,80.0
equallyinnov,,1.0
equallytal,1.0,
equalopportun,,1.0
equalright,,1.0
equat,7.0,8.0
equin,,1.0
equinox,,2.0
equip,12.0,11.0
equit,1.0,
equival,12.0,9.0
equivol,,1.0
eqypt,1.0,
er,11.0,8.0
era,6.0,35.0
erad,2.0,1.0
eras,10.0,7.0
eraserhead,2.0,1.0
erb,1.0,
erect,1.0,1.0
eri,,2.0
eric,24.0,18.0
erica,,1.0
erich,,1.0
erickson,2.0,
ericson,1.0,
erik,,1.0
eriksson,,1.0
erin,9.0,
eriq,,2.0
erm,1.0,
ermey,4.0,
ern,1.0,
ernest,4.0,6.0
erni,6.0,3.0
ernst,1.0,
erod,,1.0
erot,22.0,16.0
erotic,5.0,
erotica,2.0,
eroticthrillercinemaxstyl,1.0,
err,1.0,2.0
errand,1.0,2.0
errant,,2.0
errat,4.0,1.0
erric,1.0,
errol,,1.0
erron,,1.0
error,8.0,4.0
errupt,1.0,
erstwhil,2.0,1.0
erupt,13.0,4.0
eruptionfireearthquakeexplosiontsunamitornadometeorit,1.0,
erut,1.0,
es,1.0,1.0
escadap,1.0,
escal,5.0,6.0
escap,70.0,103.0
escapad,3.0,4.0
escape,,2.0
escapeasquicklyasyoucan,1.0,
escapist,1.0,6.0
eschew,1.0,8.0
escobar,1.0,
escort,3.0,3.0
eskow,,1.0
esmeralda,,1.0
esmerelda,,2.0
esophagus,2.0,
esoter,,1.0
espadrill,,1.0
especi,106.0,207.0
espionnag,1.0,
esposito,4.0,1.0
espous,1.0,2.0
esqu,5.0,2.0
esquir,,2.0
essay,2.0,2.0
essenc,10.0,15.0
essenti,27.0,45.0
establish,42.0,34.0
estat,4.0,6.0
esteem,7.0,1.0
estell,1.0,
estella,8.0,15.0
esterha,1.0,
estevez,4.0,
esther,,1.0
estim,2.0,
estimatebut,,1.0
estrang,6.0,8.0
estrogen,1.0,
estuff,,1.0
eszterha,15.0,2.0
eszterhasish,1.0,
eszterhaz,,1.0
et,2.0,10.0
